Question ID,Input,Output,Image Index,source,answer_type
865,How many single adults lived in China in 2018?,200,two_col_43375,augmented,numeric
866,How many adults were there in Indonesia in 2019?,172.91,two_col_40937,augmented,numeric
867,What age group is the highest rate of death due to COVID-19 in Poland?,70-80,two_col_3569,augmented,other_text
868,What was the national debt of the Gambia in dollars in 2018?,1.33,two_col_43274,augmented,numeric
869,What type of meal do 75 percent of Americans say they most love to eat?,Italian,two_col_41840,augmented,other_text
870,How many Facebook fans did Tottenham Hotspur have in November 2019?,12.33,two_col_40745,augmented,numeric
871,What was Hawaii's GDP in dollars in the previous year?,82.47,two_col_5284,augmented,numeric
872,What was Hawaii's GDP in 2020?,75.86,two_col_5284,augmented,numeric
873,What was the net sales from Prada's stores in 2020?,2115.37,two_col_24256,augmented,numeric
874,How much revenue did Miele generate in its 2020 financial year?,4.5,two_col_5382,augmented,numeric
875,What was Miele's revenue for the second half of 2019?,2.24,two_col_5382,augmented,numeric
876,When did Miele switch its reporting to match the calendar year?,2020,two_col_5382,augmented,numeric
877,What was FPT Corporation's consolidated revenue in 2020?,29.83,two_col_102196,augmented,numeric
878,What was NSG's revenue in the first quarter of 2021?,1.1,two_col_43373,augmented,numeric
879,What percentage of over 65 year olds said their consumption was the same as usual?,40,multi_col_80035,augmented,numeric
880,What was the internet user penetration rate in Indonesia in 2019?,68.34,two_col_3424,augmented,numeric
881,What was Qatar's most important export partner in 2019?,Japan,two_col_104207,augmented,other_text
882,How many male rape victims were there in Turkey in 2019?,1744,multi_col_539,augmented,numeric
883,What is the most popular activity people do in their free time in England?,Watching TV,two_col_1802,augmented,other_text
884,How many U.S. adults visited an art/craft fair or festival in 2002?,68.4,two_col_60783,augmented,numeric
885,Who is the career touchdown leader of the Arizona Cardinals?,Larry Fitzgerald,two_col_101692,augmented,other_text
886,How many career touchdowns has Larry Fitzgerald scored for the Arizona Cardinals?,120,two_col_101692,augmented,numeric
887,"In 2020, holiday retail sales were forecast to grow by how much?",3.6,two_col_1782,augmented,numeric
888,How much money did 'The Unholy' generate at North American box offices?,14.23,two_col_23786,augmented,numeric
889,What was the highest grossing horror movie in the U.S. in May 2021?,The Unholy,two_col_23786,augmented,other_text
890,How much revenue did Travelport generate in 2018?,2.55,two_col_40957,augmented,numeric
891,What was Travelport's revenue the previous year?,2.45,two_col_40957,augmented,numeric
892,What was the total value of ten British pound banknotes removed from circulation and destroyed by the Bank of England in 2018/2019?,4895,two_col_82325,augmented,numeric
893,How much did Syria's population increase in 2019?,0.96,two_col_40542,augmented,numeric
894,What was the chained consumer price index in December 2020?,145.94,two_col_21338,augmented,numeric
895,What was Guatemala's gender gap index score in 2021?,0.66,two_col_42248,augmented,numeric
896,How many tramadol-related deaths were there in 2011?,156,two_col_61524,augmented,numeric
897,Where did the majority of unemployed people in Denmark come from in 2020?,North Denmark Region,two_col_62925,augmented,other_text
898,What region of Denmark had the highest unemployment rate in 2020?,Capital Region of Denmark,two_col_62925,augmented,other_text
899,What was the unemployment rate in the Capital Region of Denmark in 2020?,4.8,two_col_62925,augmented,numeric
900,How much did online audiences in the Republic of the Congo grow in total?,126,two_col_4724,augmented,numeric
901,How many mobile internet devices are expected to be in use by 2020?,10,two_col_6430,augmented,numeric
902,What country held the largest number of prisoners in 2021?,Morocco,two_col_81786,augmented,other_text
903,Inmates from what country were the second largest group of foreign prisoners?,Romania,two_col_81786,augmented,other_text
904,"What was the net product sales of Guess, Inc. in 2020?",2592.26,two_col_83270,augmented,numeric
905,"What was the net product sales of Guess, Inc. in 2019?",2526.5,two_col_83270,augmented,numeric
906,What was Brenntag's revenue in 2020?,11.78,two_col_23878,augmented,numeric
907,What was the population of the Czech Republic in 2019?,10.73,two_col_41719,augmented,numeric
908,What was Suriname's gross domestic product in 2019?,3.7,two_col_42073,augmented,numeric
909,What was the average ticket price in the 2005/06 season?,38.15,two_col_23344,augmented,numeric
910,What was Nexon's revenue in the first quarter of 2021?,88.31,two_col_20733,augmented,numeric
911,How much money did the federal government spend on postsecondary education programs in the U.S. in 2019?,107.47,multi_col_40772,augmented,numeric
912,"How many yen did DeNA Co., Ltd. make in the previous fiscal year?",12.71,two_col_100150,augmented,numeric
913,What was Union Bank of India's gross non-performing assets value at the end of fiscal year 2020?,490.85,two_col_62993,augmented,numeric
914,How many dollars did J.C. Penney generate in sales per square foot in 2019?,114,two_col_23358,augmented,numeric
915,In what year did Tennessee's real GDP experience the most growth?,2004,two_col_103337,augmented,numeric
916,How much did Tennessee's GDP decrease in 2020?,4.9,two_col_103337,augmented,numeric
917,How much have U.S. citizens increased their caloric intake of corn products since 1970?,198,two_col_81547,augmented,numeric
918,What has become a staple product in the average U.S. citizen's diet?,Corn products,two_col_81547,augmented,other_text
919,Where did India import more than two million liters of wine from?,Australia,two_col_103978,augmented,other_text
920,Which country was the third largest wine exporter to India in 2018?,Chile,two_col_103978,augmented,other_text
921,How much did the U.S. import aerospace products worth in dollars in 2019?,60.71,two_col_21288,augmented,numeric
922,How much was Justin Bieber's music album worth in 2021?,22.6,two_col_80653,augmented,numeric
923,What was Hasbro's operating profit in 2020?,501.8,two_col_62855,augmented,numeric
924,What was the payroll of the Texas Rangers in 2020?,78,two_col_41239,augmented,numeric
925,How many students graduated with a nursing degree in the UK in 2018?,20524,two_col_23896,augmented,numeric
926,What percentage of the municipal wastewater in Newfoundland and Labrador was discharged without treatment in 2017?,36.6,multi_col_100329,augmented,numeric
927,What was the consumer expenditure on recreational books a year earlier?,21.29,two_col_81587,augmented,numeric
928,What was the consumer expenditure on recreational books in the United States in 2019?,22.42,two_col_81587,augmented,numeric
929,How many dollars do Americans spend on recreational books each year?,21.29,two_col_81587,augmented,numeric
930,What was Herbalife's gross profit in 2019?,3919.1,two_col_60135,augmented,numeric
931,What was the value of dog and cat food in the United States in 2016?,22.93,two_col_103246,augmented,numeric
932,In what year did Lego Group have net sales of 16.35 billion Danish kroner in the Americas region?,2020,multi_col_20447,augmented,numeric
933,How much was the Lego Group's net sales in the Americas region in 2020?,16345,multi_col_20447,augmented,numeric
934,Which country's defense expenditure is more than doubled in 2019?,France,multi_col_80350,augmented,other_text
935,What was the number of music publishers in the US in 2016?,705,multi_col_80192,augmented,numeric
936,What was the number of music publishers in the United States in 2017?,696,multi_col_80192,augmented,numeric
937,In what year did the number of Spaniards returning to Spain begin to fall?,2016,multi_col_60932,augmented,numeric
938,How many Spaniards left Spain in 2015?,94645,multi_col_60932,augmented,numeric
939,How many Spaniards returned to Spain in 2020?,40968,multi_col_60932,augmented,numeric
940,When will the sales of wearables worldwide end?,2021,multi_col_20373,augmented,numeric
941,What was the revenue from smartwatch sales worldwide in 2015?,5.39,multi_col_20373,augmented,numeric
942,How many movies would Disney+ have?,500,multi_col_40193,augmented,numeric
943,How many episodes does Disney+ have in its U.S. catalog?,47000,multi_col_40193,augmented,numeric
944,What was the most popular social media platform among daily social media users in Denmark in 2018?,Facebook,multi_col_725,augmented,other_text
945,What was the most frequently used social media platform in Denmark in 2018?,Snapchat,multi_col_725,augmented,other_text
